 9  2   4.684   4.684   4.684   4.684   4.684   1.920   1.558   1.069   0.119  -0.343  -0.330  -0.200  -0.076  -0.007   0.004   0.006   0.038   0.066   0.088   0.056   0.010  -0.043
 9  3   3.064   3.064  -1.533   3.064   3.064   3.064   3.064   2.264   1.299   0.682   0.275  -0.082  -0.181  -0.213  -0.107  -0.053  -0.023   0.000  -0.031   0.024   0.050   0.132
10  0   4.342   4.342  -0.659   4.342   0.912   1.977   1.574   1.203   0.371  -0.077  -0.295  -0.278  -0.174   0.005   0.094   0.126   0.132   0.133   0.075  -0.019  -0.054  -0.077
10  1   5.183   5.183   5.183   5.183   1.350   5.183   3.293   2.892   1.970   0.923   0.436   0.190   0.073  -0.037  -0.132  -0.157  -0.120  -0.035   0.004   0.011   0.023   0.038
10  2   4.460   4.460   4.460   4.460   4.460   4.460   1.290   0.828  -0.100  -0.540  -0.536  -0.423  -0.237  -0.076  -0.014   0.022   0.065   0.115   0.132   0.124   0.084   0.079
10  3   2.457   2.457   2.457   2.457   2.457   2.457   1.163   2.457   1.354   0.602   0.325   0.170  -0.041  -0.037  -0.141  -0.137  -0.071  -0.044  -0.060  -0.020   0.019   0.166
11  0   3.986   3.986  -0.611   0.125  -1.019  -0.968  -0.817  -0.754  -0.714  -0.390  -0.061   0.097   0.164   0.156   0.082   0.036  -0.022   0.002   0.036   0.053   0.020  -0.011
11  1   4.820   4.820   4.820   4.820   1.389   2.454   1.144   0.921   0.087  -0.335  -0.399  -0.322  -0.182  -0.060  -0.030   0.004   0.027   0.048   0.062   0.074   0.078   0.076
11  2   4.098   4.098  -1.139   0.002  -2.050  -2.157  -1.785  -1.037  -0.715  -0.482  -0.247  -0.063   0.018   0.048   0.018  -0.015  -0.018   0.053   0.128   0.186   0.209   0.204
11  3   2.112   2.112   2.112   2.112   2.112  -0.885   0.061   0.780  -0.082  -0.215  -0.260  -0.087  -0.086  -0.101  -0.136  -0.073  -0.050  -0.010  -0.004   0.054   0.185   0.132
12  0   3.905   3.905   3.905   3.905   0.073  -0.064  -0.031  -0.071  -0.168  -0.141  -0.050  -0.032   0.011   0.057  -0.039  -0.053  -0.023  -0.042   0.005   0.027   0.050   0.042
12  1   4.753   4.753   4.753   4.753   4.753   1.264   1.544   1.385   0.518  -0.006  -0.172  -0.214  -0.209  -0.121  -0.070  -0.039  -0.008   0.033   0.055   0.053   0.068   0.069
12  2   4.047   4.047   4.047  -0.620  -1.451  -1.433  -1.383  -1.222  -1.030  -0.671  -0.312  -0.084   0.042   0.068   0.074   0.063   0.057   0.077   0.131   0.136   0.161   0.159
12  3   2.094   2.094   2.094   2.094   2.094   2.094   2.094   2.094   0.254  -0.369  -0.441  -0.398  -0.213  -0.016  -0.027  -0.049   0.080   0.079   0.029   0.077   0.095   0.102
13  0   3.255   3.255   3.255   3.255   3.255   3.255   1.365   1.464   0.725  -0.001  -0.066  -0.048  -0.056   0.014   0.031   0.041   0.043   0.045   0.018  -0.012  -0.032  -0.083
13  1   4.248   4.248  -0.753   4.248   0.818   1.883   1.802   0.507  -0.096   0.448   0.202   0.015  -0.137  -0.130  -0.103  -0.071  -0.017   0.013   0.002   0.005   0.032   0.094
13  2   3.380   3.380   3.380   3.380   3.380   0.382   0.654   0.915   0.167  -0.211  -0.207  -0.129  -0.097  -0.090  -0.111  -0.074  -0.057  -0.009   0.042   0.075   0.081   0.119
13  3   2.220  -4.418  -4.890  -5.012  -3.188  -1.347   2.220   1.094   0.314   0.633   0.132  -0.132  -0.138   0.050   0.184   0.188   0.214   0.250   0.225   0.433   0.471   0.376
14  0   3.344   3.344   3.344   3.344   3.344   3.344   3.344   2.011   1.113   0.945   0.665   0.465   0.233   0.204   0.213   0.152   0.070  -0.017  -0.070  -0.144  -0.149  -0.168
14  1   4.190   4.190   4.190   4.190   4.190   4.190   2.896   4.190   2.510   1.826   1.211   0.686   0.406   0.233   0.044  -0.076  -0.112  -0.091  -0.095  -0.095  -0.072  -0.045
14  2   3.430   3.430   3.430   3.430   3.430   1.065   0.801   0.692  -0.235  -0.791  -0.784  -0.489  -0.296  -0.233  -0.147   0.004   0.098   0.209   0.254   0.249   0.245   0.191
14  3   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   0.788   0.112  -0.175   0.000   0.126  -0.039  -0.077  -0.047  -0.064  -0.041  -0.051   0.068
15  0   3.420   3.420   3.420   3.420   3.420   1.055   1.138   0.885   0.214   0.006  -0.034  -0.083  -0.010   0.044   0.016   0.022   0.050   0.031   0.006   0.000  -0.040  -0.064
15  1   4.306   4.306   4.306   4.306   0.876   4.306   3.012   1.982   1.171   0.328  -0.014  -0.141  -0.125  -0.136  -0.123  -0.095  -0.036   0.012   0.044   0.052   0.054   0.071
15  2   3.588   3.588   3.588   3.588  -0.245   0.825  -0.183  -0.243  -0.651  -0.746  -0.569  -0.451  -0.283  -0.053   0.073   0.137   0.131   0.128   0.151   0.130   0.112   0.111
15  3   1.793   1.793   1.793   1.793   1.793   1.793   1.793   1.793   0.484   0.278  -0.195  -0.254  -0.324  -0.170  -0.049   0.039  -0.105  -0.048   0.076   0.068   0.211   0.103
16  0   3.686   3.686   3.686   3.686   3.686   3.686   2.392   2.561   1.531   0.905   0.613   0.443   0.319   0.277   0.171   0.107   0.068   0.048  -0.038  -0.109  -0.168  -0.232
16  1   4.716   4.716   4.716   4.716   4.716   4.716   4.716   3.110   2.358   1.348   0.650   0.323   0.207   0.153   0.070  -0.014  -0.048  -0.053  -0.067  -0.080  -0.084  -0.073
16  2   3.863   3.863   3.863   3.863   3.863   3.863   2.569   1.931   1.013   0.504   0.384   0.232   0.039  -0.105  -0.135  -0.112  -0.107  -0.057  -0.016   0.054   0.054   0.025
16  3   2.218   2.218   2.218   2.218   2.218   2.218   2.218   2.218   2.218   1.333   0.564   0.424   0.182   0.234   0.050  -0.142  -0.100  -0.072  -0.120  -0.065  -0.059   0.047
17  0   3.518   3.518   3.518   0.059  -1.307  -1.258  -1.225  -1.124  -0.863  -0.417  -0.035   0.105   0.165   0.125   0.100  -0.001  -0.004   0.061   0.087   0.059   0.064   0.049
17  1   4.332   4.332   4.332   4.332   4.332   1.168   1.142   0.803   0.038  -0.348  -0.361  -0.319  -0.194  -0.093  -0.050  -0.024   0.042   0.088   0.077   0.091   0.076   0.057
17  2   3.687   3.687   3.687   3.687  -1.137  -0.968  -0.749  -0.525  -0.617  -0.507  -0.335  -0.181  -0.068  -0.050   0.037   0.043  -0.033  -0.091   0.027   0.139   0.183   0.171
17  3   1.658   1.658   1.658   1.658   1.658   1.658   0.364   0.532   0.555  -0.052  -0.112  -0.152  -0.151  -0.165  -0.089  -0.047   0.001   0.018  -0.043   0.039   0.082   0.166
18  0   3.802   3.802   3.802   3.802   0.372  -0.130   0.345   0.434   0.149   0.007   0.040   0.042   0.093   0.078   0.003  -0.038  -0.031  -0.032  -0.021   0.005   0.002  -0.024
18  1   4.697   4.697   4.697   4.697   0.628   1.934   1.382   1.152   0.455   0.072  -0.114  -0.170  -0.162  -0.090  -0.048  -0.025   0.011   0.030   0.024   0.021   0.044   0.043
18  2   4.123  -2.112  -1.114  -0.544  -1.918  -1.653  -1.387  -1.196  -1.030  -0.652  -0.328  -0.117  -0.014   0.027   0.087   0.076   0.038   0.017   0.068   0.153   0.230   0.262
18  3   1.889   1.889   1.889   1.889   1.889   1.889   0.595   1.088   0.208  -0.116  -0.229  -0.020  -0.241  -0.051  -0.041  -0.075  -0.058  -0.011   0.008   0.058   0.131   0.086
19  0   3.038   3.038   3.038   3.038   3.038   0.275   0.064   0.316   0.358   0.322   0.348   0.388   0.334   0.195   0.040  -0.091  -0.121  -0.127  -0.027  -0.028  -0.046   0.009
19  1   3.921   3.921  -1.079   3.921   0.089   0.757   0.892   0.895   0.290   0.072   0.031  -0.040  -0.054   0.008   0.025  -0.008   0.004   0.009  -0.012  -0.017  -0.022   0.001
19  2   3.422   3.422  -1.579  -0.439  -2.154  -1.956  -1.708  -1.351  -1.159  -0.793  -0.333  -0.137  -0.001   0.067   0.072   0.071   0.141   0.180   0.194   0.204   0.197   0.259
19  3   1.119   1.119   1.119   1.119   1.119   1.119  -0.175   1.119   1.119  -0.313  -0.133   0.043  -0.032   0.139   0.001  -0.085  -0.071  -0.005   0.193  -0.005  -0.119   0.052
